,date_time,locations,east,north,east_g,north_g
363,2023-10-10 12:15:00,Zikim,3842857,3711860,3834521,3699415
364,2023-10-10 11:59:00,Zikim,3842857,3711860,3833951,3699771
365,2023-10-10 10:24:00,Zikim,3842857,3711860,3832433,3699326
366,2023-10-09 20:31:00,Zikim,3842857,3711860,3837549,3701548
367,2023-10-09 19:10:00,Zikim,3842857,3711860,3837481,3702670
368,2023-10-20 22:00:00,Ashkelon - South,3848788,3719912,3837799,3703290
369,2023-10-20 21:01:00,Ashkelon - South,3848788,3719912,3832702,3699901
370,2023-10-20 20:56:00,Ashkelon - South,3848788,3719912,3834390,3698551
371,2023-10-20 20:00:00,Ashkelon - South,3848788,3719912,3833581,3698008
372,2023-10-20 19:17:00,Ashkelon - South,3848788,3719912,3833360,3697567
373,2023-10-20 12:02:00,Ashkelon - South,3848788,3719912,3837548,3703386
374,2023-10-19 21:00:00,Ashkelon - South,3848788,3719912,3836744,3702123
375,2023-10-19 12:47:00,Ashkelon - South,3848788,3719912,3834699,3700394
376,2023-10-17 21:02:00,Ashkelon - South,3848788,3719912,3833992,3699306
377,2023-10-17 20:01:00,Ashkelon - South,3848788,3719912,3834144,3698807
378,2023-10-17 14:16:00,Ashkelon - South,3848788,3719912,3834890,3700423
379,2023-10-16 18:01:00,Ashkelon - South,3848788,3719912,3836442,3700120
380,2023-10-16 13:59:00,Ashkelon - South,3848788,3719912,3835938,3702249
381,2023-10-16 11:41:00,Ashkelon - South,3848788,3719912,3833611,3698074
382,2023-10-15 17:59:00,Ashkelon - South,3848788,3719912,3835233,3703394
383,2023-10-14 21:23:00,Ashkelon - South,3848788,3719912,3834597,3700454
384,2023-10-14 21:23:00,Ashkelon - South,3848788,3719912,3834419,3699834
385,2023-10-14 20:58:00,Ashkelon - South,3848788,3719912,3837453,3701422
386,2023-10-14 17:01:00,Ashkelon - South,3848788,3719912,3838572,3702578
387,2023-10-14 16:04:00,Ashkelon - South,3848788,3719912,3835090,3703690
388,2023-10-14 14:01:00,Ashkelon - South,3848788,3719912,3836527,3703651
389,2023-10-14 12:30:00,Ashkelon - South,3848788,3719912,3838582,3702752
390,2023-10-14 11:30:00,Ashkelon - South,3848788,3719912,3837014,3700793
391,2023-10-13 21:00:00,Ashkelon - South,3848788,3719912,3835707,3700086
392,2023-10-13 20:52:00,Ashkelon - South,3848788,3719912,3836935,3703306
393,2023-10-13 19:02:00,Ashkelon - South,3848788,3719912,3833432,3698768
394,2023-10-13 14:00:00,Ashkelon - South,3848788,3719912,3832772,3700302
395,2023-10-13 13:20:00,Ashkelon - South,3848788,3719912,3837241,3701436
396,2023-10-13 12:18:00,Ashkelon - South,3848788,3719912,3837611,3701336
397,2023-10-13 12:05:00,Ashkelon - South,3848788,3719912,3836101,3700641
398,2023-10-13 11:28:00,Ashkelon - South,3848788,3719912,3837121,3703373
399,2023-10-12 18:30:00,Ashkelon - South,3848788,3719912,3832811,3700243
400,2023-10-12 17:48:00,Ashkelon - South,3848788,3719912,3835798,3701005
401,2023-10-12 17:30:00,Ashkelon - South,3848788,3719912,3837980,3702095
402,2023-10-11 16:10:00,Ashkelon - South,3848788,3719912,3834539,3699709
403,2023-10-11 15:58:00,Ashkelon - South,3848788,3719912,3837258,3703117
404,2023-10-11 14:08:00,Ashkelon - South,3848788,3719912,3834111,3698917
405,2023-10-11 13:34:00,Ashkelon - South,3848788,3719912,3834827,3701014
406,2023-10-11 13:29:00,Ashkelon - South,3848788,3719912,3832836,3699349
407,2023-10-11 13:24:00,Ashkelon - South,3848788,3719912,3833516,3699999
408,2023-10-11 12:12:00,Ashkelon - South,3848788,3719912,3834953,3698773
409,2023-10-10 21:00:00,Ashkelon - South,3848788,3719912,3834102,3698005
410,2023-10-10 19:29:00,Ashkelon - South,3848788,3719912,3837878,3702532
411,2023-10-10 19:05:00,Ashkelon - South,3848788,3719912,3834406,3698026
412,2023-10-10 19:00:00,Ashkelon - South,3848788,3719912,3837170,3703938
413,2023-10-10 18:29:00,Ashkelon - South,3848788,3719912,3836602,3703485
414,2023-10-10 17:30:00,Ashkelon - South,3848788,3719912,3835776,3700373
415,2023-10-10 17:18:00,Ashkelon - South,3848788,3719912,3834382,3702292
416,2023-10-10 17:12:00,Ashkelon - South,3848788,3719912,3834175,3698381
417,2023-10-10 17:07:00,Ashkelon - South,3848788,3719912,3839090,3702251
418,2023-10-10 16:59:00,Ashkelon - South,3848788,3719912,3838099,3701834
419,2023-10-10 14:04:00,Ashkelon - South,3848788,3719912,3832493,3699909
420,2023-10-10 11:59:00,Ashkelon - South,3848788,3719912,3833807,3698600
421,2023-10-20 22:00:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835016,3698999
422,2023-10-20 21:01:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835849,3700700
423,2023-10-20 20:56:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833993,3698155
424,2023-10-20 20:00:00,Ashkelon Southern Industrial Zone,3846593,3715636,3837896,3703358
425,2023-10-20 19:17:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833743,3699339
426,2023-10-20 12:02:00,Ashkelon Southern Industrial Zone,3846593,3715636,3834040,3698943
427,2023-10-19 21:00:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835421,3699744
428,2023-10-19 16:59:00,Ashkelon Southern Industrial Zone,3846593,3715636,3834362,3699657
429,2023-10-19 16:00:00,Ashkelon Southern Industrial Zone,3846593,3715636,3832469,3698844
430,2023-10-19 12:47:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835666,3700455
431,2023-10-17 21:59:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835378,3702836
432,2023-10-17 21:02:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833058,3698114
433,2023-10-17 20:00:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836665,3703163
434,2023-10-17 19:28:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833213,3699447
435,2023-10-17 18:48:00,Ashkelon Southern Industrial Zone,3846593,3715636,3837970,3701129
436,2023-10-17 18:13:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833650,3699437
437,2023-10-17 14:16:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836833,3702522
438,2023-10-16 18:01:00,Ashkelon Southern Industrial Zone,3846593,3715636,3832257,3698473
439,2023-10-16 13:59:00,Ashkelon Southern Industrial Zone,3846593,3715636,3832646,3700083
440,2023-10-16 11:41:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835737,3703988
441,2023-10-15 17:59:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836425,3702375
442,2023-10-14 21:23:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835192,3702034
443,2023-10-14 21:23:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835445,3702832
444,2023-10-14 21:05:00,Ashkelon Southern Industrial Zone,3846593,3715636,3834960,3698501
445,2023-10-14 20:58:00,Ashkelon Southern Industrial Zone,3846593,3715636,3834289,3700728
446,2023-10-14 20:42:00,Ashkelon Southern Industrial Zone,3846593,3715636,3832185,3698104
447,2023-10-14 17:01:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836084,3704754
448,2023-10-14 16:04:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833090,3697612
449,2023-10-14 14:01:00,Ashkelon Southern Industrial Zone,3846593,3715636,3839150,3702199
450,2023-10-14 12:30:00,Ashkelon Southern Industrial Zone,3846593,3715636,3832992,3700472
451,2023-10-14 11:47:00,Ashkelon Southern Industrial Zone,3846593,3715636,3834915,3701052
452,2023-10-14 11:30:00,Ashkelon Southern Industrial Zone,3846593,3715636,3832029,3698748
453,2023-10-13 21:00:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836485,3704033
454,2023-10-13 20:51:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835567,3702787
455,2023-10-13 19:03:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836394,3701553
456,2023-10-13 13:20:00,Ashkelon Southern Industrial Zone,3846593,3715636,3832870,3697777
457,2023-10-13 12:18:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836365,3700110
458,2023-10-13 12:05:00,Ashkelon Southern Industrial Zone,3846593,3715636,3838594,3702079
459,2023-10-13 11:28:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835056,3702727
460,2023-10-12 18:51:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833627,3701193
461,2023-10-12 18:30:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836447,3701387
462,2023-10-12 17:48:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833883,3697871
463,2023-10-12 14:52:00,Ashkelon Southern Industrial Zone,3846593,3715636,3834474,3698795
464,2023-10-11 21:00:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833062,3700560
465,2023-10-11 20:54:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833999,3699983
466,2023-10-11 17:16:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833040,3698010
467,2023-10-11 17:01:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833896,3700268
468,2023-10-11 16:55:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835392,3702232
469,2023-10-11 16:16:00,Ashkelon Southern Industrial Zone,3846593,3715636,3834109,3700251
470,2023-10-11 16:10:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836088,3699450
471,2023-10-11 15:58:00,Ashkelon Southern Industrial Zone,3846593,3715636,3837588,3703264
472,2023-10-11 15:01:00,Ashkelon Southern Industrial Zone,3846593,3715636,3832225,3698132
473,2023-10-11 14:08:00,Ashkelon Southern Industrial Zone,3846593,3715636,3831595,3698835
474,2023-10-11 13:34:00,Ashkelon Southern Industrial Zone,3846593,3715636,3834084,3702300
475,2023-10-11 13:27:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836502,3700722
476,2023-10-11 13:21:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833339,3699620
477,2023-10-11 12:12:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833032,3700803
478,2023-10-10 21:00:00,Ashkelon Southern Industrial Zone,3846593,3715636,3834925,3699057
479,2023-10-10 19:29:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833967,3700867
480,2023-10-10 19:05:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833982,3697990
481,2023-10-10 19:00:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833021,3700290
482,2023-10-10 18:29:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833756,3701695
483,2023-10-10 17:30:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835997,3703548
484,2023-10-10 17:13:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833797,3700475
485,2023-10-10 17:07:00,Ashkelon Southern Industrial Zone,3846593,3715636,3833086,3697095
486,2023-10-10 16:59:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836202,3703257
487,2023-10-10 14:04:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836484,3704305
488,2023-10-10 12:15:00,Ashkelon Southern Industrial Zone,3846593,3715636,3837501,3702124
489,2023-10-10 11:59:00,Ashkelon Southern Industrial Zone,3846593,3715636,3834487,3698074
490,2023-10-10 10:24:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835770,3703586
491,2023-10-09 21:07:00,Ashkelon Southern Industrial Zone,3846593,3715636,3836851,3704066
492,2023-10-09 20:31:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835683,3699126
493,2023-10-09 19:09:00,Ashkelon Southern Industrial Zone,3846593,3715636,3835075,3702812
494,2023-10-20 21:17:00,Nir- Um shooting range,3849487,3700264,3837276,3703909
495,2023-10-20 21:11:00,Nir- Um shooting range,3849487,3700264,3833447,3700399
496,2023-10-20 21:01:00,Nir- Um shooting range,3849487,3700264,3835297,3702854
497,2023-10-20 20:38:00,Nir- Um shooting range,3849487,3700264,3835830,3699556
498,2023-10-20 17:02:00,Nir- Um shooting range,3849487,3700264,3836521,3703736
499,2023-10-20 09:57:00,Nir- Um shooting range,3849487,3700264,3833077,3700544
500,2023-10-19 21:01:00,Nir- Um shooting range,3849487,3700264,3835473,3701171
501,2023-10-19 16:03:00,Nir- Um shooting range,3849487,3700264,3832971,3699152
502,2023-10-18 13:51:00,Nir- Um shooting range,3849487,3700264,3832589,3699790
503,2023-10-16 11:34:00,Nir- Um shooting range,3849487,3700264,3833816,3700072
504,2023-10-15 23:00:00,Nir- Um shooting range,3849487,3700264,3838204,3702953
505,2023-10-14 16:03:00,Nir- Um shooting range,3849487,3700264,3835432,3703018
506,2023-10-14 12:34:00,Nir- Um shooting range,3849487,3700264,3837941,3702282
507,2023-10-14 11:14:00,Nir- Um shooting range,3849487,3700264,3835146,3699840
508,2023-10-14 09:45:00,Nir- Um shooting range,3849487,3700264,3834837,3702270
509,2023-10-13 23:58:00,Nir- Um shooting range,3849487,3700264,3836943,3702458
510,2023-10-13 15:30:00,Nir- Um shooting range,3849487,3700264,3838733,3702203
511,2023-10-13 14:48:00,Nir- Um shooting range,3849487,3700264,3834396,3701534
512,2023-10-13 13:15:00,Nir- Um shooting range,3849487,3700264,3838378,3702233
513,2023-10-12 16:55:00,Nir- Um shooting range,3849487,3700264,3832596,3698165
514,2023-10-11 21:09:00,Nir- Um shooting range,3849487,3700264,3836054,3701174
515,2023-10-11 20:59:00,Nir- Um shooting range,3849487,3700264,3833285,3697646
516,2023-10-11 16:20:00,Nir- Um shooting range,3849487,3700264,3832038,3698920
517,2023-10-11 13:08:00,Nir- Um shooting range,3849487,3700264,3833568,3698795
518,2023-10-10 14:58:00,Nir- Um shooting range,3849487,3700264,3836927,3700350
519,2023-10-10 14:53:00,Nir- Um shooting range,3849487,3700264,3836645,3703153
520,2023-10-10 13:10:00,Nir- Um shooting range,3849487,3700264,3833643,3698362
521,2023-10-10 11:00:00,Nir- Um shooting range,3849487,3700264,3836339,3700931
522,2023-10-20 21:17:00,Mefalsim,3847388,3698143,3836694,3704297
523,2023-10-20 21:02:00,Mefalsim,3847388,3698143,3836654,3701748
524,2023-10-20 17:01:00,Mefalsim,3847388,3698143,3835241,3702345
525,2023-10-20 09:57:00,Mefalsim,3847388,3698143,3835816,3700947
526,2023-10-15 10:31:00,Mefalsim,3847388,3698143,3834577,3702824
527,2023-10-14 12:34:00,Mefalsim,3847388,3698143,3834929,3698444
528,2023-10-14 11:14:00,Mefalsim,3847388,3698143,3836694,3700835
529,2023-10-13 23:58:00,Mefalsim,3847388,3698143,3836884,3700949
530,2023-10-13 13:15:00,Mefalsim,3847388,3698143,3837893,3701147
531,2023-10-12 16:56:00,Mefalsim,3847388,3698143,3835729,3703153
532,2023-10-11 21:09:00,Mefalsim,3847388,3698143,3837246,3702936
533,2023-10-11 20:59:00,Mefalsim,3847388,3698143,3833939,3698172
534,2023-10-11 16:20:00,Mefalsim,3847388,3698143,3832295,3698341
535,2023-10-10 15:20:00,Mefalsim,3847388,3698143,3837914,3701514
536,2023-10-10 14:58:00,Mefalsim,3847388,3698143,3832600,3699529
537,2023-10-10 14:53:00,Mefalsim,3847388,3698143,3838098,3702222
538,2023-10-10 13:37:00,Mefalsim,3847388,3698143,3833023,3700740
539,2023-10-10 13:10:00,Mefalsim,3847388,3698143,3833953,3698719
540,2023-10-10 11:00:00,Mefalsim,3847388,3698143,3836481,3702260
541,2023-10-20 21:03:00,Ashdod - Het,3857812,3737660,3832914,3700030
542,2023-10-20 12:03:00,Ashdod - Het,3857812,3737660,3834604,3700569
543,2023-10-17 19:28:00,Ashdod - Het,3857812,3737660,3835037,3700151
544,2023-10-16 13:32:00,Ashdod - Het,3857812,3737660,3836140,3702892
545,2023-10-13 21:03:00,Ashdod - Het,3857812,3737660,3839179,3702330
546,2023-10-12 17:30:00,Ashdod - Het,3857812,3737660,3838163,3702808
547,2023-10-12 16:28:00,Ashdod - Het,3857812,3737660,3834135,3700920
548,2023-10-11 13:29:00,Ashdod - Het,3857812,3737660,3835228,3700881
549,2023-10-20 21:03:00,Ashdod - Tet,3857812,3737660,3834975,3701175
550,2023-10-20 12:03:00,Ashdod - Tet,3857812,3737660,3837528,3702354
551,2023-10-17 19:28:00,Ashdod - Tet,3857812,3737660,3834376,3699817
552,2023-10-16 21:02:00,Ashdod - Tet,3857812,3737660,3835197,3701915
553,2023-10-16 13:32:00,Ashdod - Tet,3857812,3737660,3834047,3699211
554,2023-10-14 20:42:00,Ashdod - Tet,3857812,3737660,3835203,3698914
555,2023-10-13 21:59:00,Ashdod - Tet,3857812,3737660,3836944,3702733
556,2023-10-13 21:03:00,Ashdod - Tet,3857812,3737660,3834197,3697879
557,2023-10-12 17:30:00,Ashdod - Tet,3857812,3737660,3833175,3700450
558,2023-10-12 16:28:00,Ashdod - Tet,3857812,3737660,3838271,3703150
559,2023-10-11 18:01:00,Ashdod - Tet,3857812,3737660,3836904,3702927
560,2023-10-11 13:29:00,Ashdod - Tet,3857812,3737660,3835672,3701779
561,2023-10-20 21:03:00,Ashdod - Yod,3857812,3737660,3836904,3703811
562,2023-10-20 12:03:00,Ashdod - Yod,3857812,3737660,3837165,3703155
563,2023-10-17 19:28:00,Ashdod - Yod,3857812,3737660,3832886,3700231
564,2023-10-16 21:02:00,Ashdod - Yod,3857812,3737660,3835494,3702788
565,2023-10-16 13:32:00,Ashdod - Yod,3857812,3737660,3833936,3700468
566,2023-10-14 20:42:00,Ashdod - Yod,3857812,3737660,3837644,3700907
567,2023-10-13 21:59:00,Ashdod - Yod,3857812,3737660,3836327,3703886
568,2023-10-13 21:03:00,Ashdod - Yod,3857812,3737660,3834053,3699793
569,2023-10-12 17:30:00,Ashdod - Yod,3857812,3737660,3837094,3701331
570,2023-10-12 16:28:00,Ashdod - Yod,3857812,3737660,3836402,3704403
571,2023-10-11 18:01:00,Ashdod - Yod,3857812,3737660,3836447,3699977
572,2023-10-11 13:29:00,Ashdod - Yod,3857812,3737660,3836938,3702968
573,2023-10-20 21:03:00,Ashdod - Yod Gimmel,3857812,3737660,3833313,3697094
574,2023-10-20 12:03:00,Ashdod - Yod Gimmel,3857812,3737660,3836052,3703702
575,2023-10-17 19:28:00,Ashdod - Yod Gimmel,3857812,3737660,3836500,3701277
576,2023-10-16 21:02:00,Ashdod - Yod Gimmel,3857812,3737660,3834708,3698277
577,2023-10-16 13:32:00,Ashdod - Yod Gimmel,3857812,3737660,3837236,3701915
578,2023-10-14 20:42:00,Ashdod - Yod Gimmel,3857812,3737660,3837142,3701603
579,2023-10-13 21:59:00,Ashdod - Yod Gimmel,3857812,3737660,3834278,3702171
580,2023-10-13 21:03:00,Ashdod - Yod Gimmel,3857812,3737660,3835491,3700820
581,2023-10-12 17:30:00,Ashdod - Yod Gimmel,3857812,3737660,3834068,3699435
582,2023-10-12 16:28:00,Ashdod - Yod Gimmel,3857812,3737660,3835451,3699596
583,2023-10-11 18:01:00,Ashdod - Yod Gimmel,3857812,3737660,3835978,3702272
584,2023-10-11 13:29:00,Ashdod - Yod Gimmel,3857812,3737660,3838946,3702710
585,2023-10-20 21:03:00,Ashdod - Yod Dalet,3857812,3737660,3835765,3703714
586,2023-10-20 12:03:00,Ashdod - Yod Dalet,3857812,3737660,3837085,3703189
587,2023-10-17 19:28:00,Ashdod - Yod Dalet,3857812,3737660,3836800,3700330
588,2023-10-16 21:02:00,Ashdod - Yod Dalet,3857812,3737660,3832744,3699131
589,2023-10-16 13:32:00,Ashdod - Yod Dalet,3857812,3737660,3835191,3702881
590,2023-10-14 20:42:00,Ashdod - Yod Dalet,3857812,3737660,3833556,3700677
591,2023-10-13 21:59:00,Ashdod - Yod Dalet,3857812,3737660,3837310,3702677
592,2023-10-13 21:03:00,Ashdod - Yod Dalet,3857812,3737660,3836868,3701711
593,2023-10-12 17:30:00,Ashdod - Yod Dalet,3857812,3737660,3834411,3700533
594,2023-10-12 16:28:00,Ashdod - Yod Dalet,3857812,3737660,3838246,3702532
595,2023-10-11 18:01:00,Ashdod - Yod Dalet,3857812,3737660,3832833,3698803
596,2023-10-11 13:29:00,Ashdod - Yod Dalet,3857812,3737660,3837677,3702018
597,2023-10-20 21:03:00,Ashdod - Te*,3857812,3737660,3838918,3702178
598,2023-10-20 12:03:00,Ashdod - Te*,3857812,3737660,3837689,3701462
599,2023-10-17 19:28:00,Ashdod - Te*,3857812,3737660,3835321,3699977
600,2023-10-16 21:02:00,Ashdod - Te*,3857812,3737660,3834506,3700838
601,2023-10-16 13:32:00,Ashdod - Te*,3857812,3737660,3836944,3702824
602,2023-10-14 20:42:00,Ashdod - Te*,3857812,3737660,3836429,3703685
603,2023-10-13 21:59:00,Ashdod - Te*,3857812,3737660,3833816,3699036
604,2023-10-13 21:03:00,Ashdod - Te*,3857812,3737660,3834554,3700400
605,2023-10-12 17:30:00,Ashdod - Te*,3857812,3737660,3837496,3702713
606,2023-10-12 16:28:00,Ashdod - Te*,3857812,3737660,3835108,3699087
607,2023-10-11 18:01:00,Ashdod - Te*,3857812,3737660,3835991,3702222
608,2023-10-11 13:29:00,Ashdod - Te*,3857812,3737660,3834498,3700090
609,2023-10-20 21:03:00,Ashdod - Gimmel,3857812,3737660,3835585,3703606
610,2023-10-16 13:32:00,Ashdod - Gimmel,3857812,3737660,3833240,3698769
611,2023-10-13 21:59:00,Ashdod - Gimmel,3857812,3737660,3836718,3701519
612,2023-10-20 21:03:00,Ashdod - Vav,3857812,3737660,3835866,3704081
613,2023-10-17 19:28:00,Ashdod - Vav,3857812,3737660,3837189,3703305
614,2023-10-16 13:32:00,Ashdod - Vav,3857812,3737660,3836233,3701077
615,2023-10-13 21:59:00,Ashdod - Vav,3857812,3737660,3838157,3701538
616,2023-10-13 21:03:00,Ashdod - Vav,3857812,3737660,3833279,3700605
617,2023-10-12 17:30:00,Ashdod - Vav,3857812,3737660,3833296,3697532
618,2023-10-12 16:28:00,Ashdod - Vav,3857812,3737660,3835381,3703184
619,2023-10-20 21:03:00,Ashdod - Zain,3857812,3737660,3836616,3700960
620,2023-10-17 19:28:00,Ashdod - Zain,3857812,3737660,3833161,3699081
621,2023-10-16 13:32:00,Ashdod - Zain,3857812,3737660,3835488,3702756
622,2023-10-13 21:59:00,Ashdod - Zain,3857812,3737660,3837054,3702471
623,2023-10-13 21:03:00,Ashdod - Zain,3857812,3737660,3836857,3701168
624,2023-10-12 17:30:00,Ashdod - Zain,3857812,3737660,3836287,3702409
625,2023-10-12 16:28:00,Ashdod - Zain,3857812,3737660,3835719,3702532
626,2023-10-20 21:03:00,Ashdod - Alef,3857812,3737660,3837107,3701584
627,2023-10-20 12:03:00,Ashdod - Alef,3857812,3737660,3835566,3700213
628,2023-10-17 19:28:00,Ashdod - Alef,3857812,3737660,3834239,3700776
629,2023-10-16 13:32:00,Ashdod - Alef,3857812,3737660,3837352,3702439
630,2023-10-16 11:41:00,Ashdod - Alef,3857812,3737660,3833015,3700295
631,2023-10-13 21:03:00,Ashdod - Alef,3857812,3737660,3838381,3702059
632,2023-10-12 17:30:00,Ashdod - Alef,3857812,3737660,3836719,3702273
633,2023-10-12 16:28:00,Ashdod - Alef,3857812,3737660,3835567,3699479
634,2023-10-20 21:03:00,Ashdod - Bet,3857812,3737660,3834276,3698212
635,2023-10-20 12:03:00,Ashdod - Bet,3857812,3737660,3837868,3701410
636,2023-10-17 19:28:00,Ashdod - Bet,3857812,3737660,3832427,3698531
637,2023-10-16 13:32:00,Ashdod - Bet,3857812,3737660,3834681,3702101
638,2023-10-16 11:41:00,Ashdod - Bet,3857812,3737660,3836919,3703854
639,2023-10-13 21:03:00,Ashdod - Bet,3857812,3737660,3833610,3699727
640,2023-10-12 17:30:00,Ashdod - Bet,3857812,3737660,3836501,3703218
641,2023-10-12 16:28:00,Ashdod - Bet,3857812,3737660,3836898,3700364
642,2023-10-11 14:07:00,Ashdod - Bet,3857812,3737660,3833174,3699944
643,2023-10-10 15:23:00,Ashdod - Bet,3857812,3737660,3837134,3701162
644,2023-10-20 21:03:00,Ashdod - Dalet,3857812,3737660,3832403,3698787
645,2023-10-20 12:03:00,Ashdod - Dalet,3857812,3737660,3836962,3702733
646,2023-10-17 19:28:00,Ashdod - Dalet,3857812,3737660,3836931,3703308
647,2023-10-16 13:32:00,Ashdod - Dalet,3857812,3737660,3835492,3699814
648,2023-10-16 11:41:00,Ashdod - Dalet,3857812,3737660,3834415,3702235
649,2023-10-13 21:03:00,Ashdod - Dalet,3857812,3737660,3836980,3700671
650,2023-10-12 17:30:00,Ashdod - Dalet,3857812,3737660,3834408,3701421
651,2023-10-12 16:28:00,Ashdod - Dalet,3857812,3737660,3836116,3703582
652,2023-10-11 14:07:00,Ashdod - Dalet,3857812,3737660,3834641,3701394
653,2023-10-10 15:23:00,Ashdod - Dalet,3857812,3737660,3835547,3699747
654,2023-10-20 21:03:00,Ashdod - Heh,3857812,3737660,3833677,3701422
655,2023-10-20 12:03:00,Ashdod - Heh,3857812,3737660,3832202,3699422
656,2023-10-17 19:28:00,Ashdod - Heh,3857812,3737660,3834775,3700915
657,2023-10-16 13:32:00,Ashdod - Heh,3857812,3737660,3834003,3699785
658,2023-10-16 11:41:00,Ashdod - Heh,3857812,3737660,3836489,3700392
659,2023-10-13 21:03:00,Ashdod - Heh,3857812,3737660,3837385,3703628
660,2023-10-12 17:30:00,Ashdod - Heh,3857812,3737660,3838207,3702931
661,2023-10-12 16:28:00,Ashdod - Heh,3857812,3737660,3833636,3701350
662,2023-10-11 14:07:00,Ashdod - Heh,3857812,3737660,3833842,3701049
663,2023-10-10 15:23:00,Ashdod - Heh,3857812,3737660,3835174,3702354
664,2023-10-20 21:03:00,Be'er Tuvia,3865633,3728854,3839167,3702261
665,2023-10-17 19:00:00,Be'er Tuvia,3865633,3728854,3835511,3701595
666,2023-10-20 21:03:00,Mavki'im,3849142,3713862,3836031,3700477
667,2023-10-20 20:00:00,Mavki'im,3849142,3713862,3834456,3698638
668,2023-10-17 21:00:00,Mavki'im,3849142,3713862,3836846,3702546
669,2023-10-17 19:28:00,Mavki'im,3849142,3713862,3836323,3701872
670,2023-10-17 18:13:00,Mavki'im,3849142,3713862,3838855,3701961
671,2023-10-16 18:01:00,Mavki'im,3849142,3713862,3835945,3702513
672,2023-10-16 13:59:00,Mavki'im,3849142,3713862,3836753,3703735
673,2023-10-15 18:00:00,Mavki'im,3849142,3713862,3835428,3703592
674,2023-10-14 17:01:00,Mavki'im,3849142,3713862,3837462,3701504
675,2023-10-14 11:30:00,Mavki'im,3849142,3713862,3836237,3700514
676,2023-10-13 20:52:00,Mavki'im,3849142,3713862,3833492,3697836
677,2023-10-13 12:18:00,Mavki'im,3849142,3713862,3834850,3698814
678,2023-10-13 11:28:00,Mavki'im,3849142,3713862,3836036,3702085
679,2023-10-12 18:30:00,Mavki'im,3849142,3713862,3834844,3700403
680,2023-10-12 17:48:00,Mavki'im,3849142,3713862,3839103,3702298
681,2023-10-12 14:52:00,Mavki'im,3849142,3713862,3836305,3703441
682,2023-10-11 17:01:00,Mavki'im,3849142,3713862,3837327,3703124
683,2023-10-11 16:10:00,Mavki'im,3849142,3713862,3834837,3700466
684,2023-10-11 15:01:00,Mavki'im,3849142,3713862,3834593,3702796
685,2023-10-11 13:28:00,Mavki'im,3849142,3713862,3835127,3699281
686,2023-10-10 19:00:00,Mavki'im,3849142,3713862,3836012,3701531
687,2023-10-10 17:13:00,Mavki'im,3849142,3713862,3834958,3702462
688,2023-10-10 17:07:00,Mavki'im,3849142,3713862,3834502,3699296
689,2023-10-10 17:00:00,Mavki'im,3849142,3713862,3832763,3698712
690,2023-10-20 21:03:00,Karmia,3845021,3711270,3837274,3701909
691,2023-10-19 21:00:00,Karmia,3845021,3711270,3835987,3704703
692,2023-10-19 12:47:00,Karmia,3845021,3711270,3838403,3703108
